name,fgm,fga,fg_pct,pts,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,min,season,player_id,pos,team,date,game_id,plus_minus,dd2,start
W. Ellington,1,1,1.0,3,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,1,0,9.15,2019-20,201961,Guard,NYK,20191118,21900189,11,0,False
T. Thompson,3,6,0.5,9,0,0,0.0,3,4,0.75,3,2,5,2,5,0,1,2,4,2,24.966666666666665,2019-20,202684,Center,CLE,20191118,21900189,-29,0,True
B. Knight,4,8,0.5,12,4,8,0.5,0,0,0.0,0,3,3,2,0,0,0,0,0,1,12.0,2019-20,202688,Guard,CLE,20191118,21900189,5,0,False
M. Morris Sr.,5,13,0.385,23,1,3,0.333,12,13,0.923,3,3,6,1,1,1,2,0,1,7,33.86666666666667,2019-20,202694,Forward,NYK,20191118,21900189,27,0,True
M. Dellavedova,1,2,0.5,5,1,2,0.5,2,2,1.0,0,2,2,2,1,0,0,0,0,1,11.746666666666666,2019-20,203521,Guard,CLE,20191118,21900189,7,0,False
J. Clarkson,5,7,0.714,13,3,5,0.6,0,0,0.0,1,1,2,4,2,0,0,0,0,0,23.55,2019-20,203903,Guard,CLE,20191118,21900189,4,0,False
J. Randle,12,17,0.706,30,3,5,0.6,3,5,0.6,2,5,7,4,1,2,1,0,4,5,31.866666666666667,2019-20,203944,Forward,NYK,20191118,21900189,24,0,True
B. Portis,3,8,0.375,7,1,2,0.5,0,0,0.0,1,6,7,1,1,1,1,0,1,1,22.843333333333334,2019-20,1626171,Forward,NYK,20191118,21900189,3,0,False
C. Osman,2,5,0.4,5,0,2,0.0,1,2,0.5,1,7,8,2,3,0,0,1,4,3,22.2,2019-20,1626224,Forward,CLE,20191118,21900189,-32,0,True
A. Zizic,2,4,0.5,5,0,0,0.0,1,2,0.5,1,5,6,0,0,0,0,1,3,3,20.4,2019-20,1627790,Center,CLE,20191118,21900189,14,0,False
A. McKinnie,4,10,0.4,14,3,6,0.5,3,5,0.6,2,4,6,1,1,0,0,3,3,2,29.683333333333334,2019-20,1628035,Forward,CLE,20191118,21900189,5,0,False
D. Smith Jr.,3,6,0.5,8,0,0,0.0,2,2,1.0,0,2,2,1,1,0,0,0,1,1,18.895,2019-20,1628372,Guard,NYK,20191118,21900189,-4,0,False
F. Ntilikina,3,7,0.429,6,0,2,0.0,0,0,0.0,1,0,1,6,1,1,0,0,5,0,29.1,2019-20,1628373,Guard,NYK,20191118,21900189,22,0,True
D. Dotson,5,10,0.5,11,1,5,0.2,0,0,0.0,0,1,1,0,0,0,0,0,0,0,18.016666666666666,2019-20,1628422,Guard,NYK,20191118,21900189,-5,0,False
K. Knox II,2,10,0.2,6,0,4,0.0,2,4,0.5,1,2,3,2,0,1,0,0,1,2,19.58333333333333,2019-20,1628995,Forward,NYK,20191118,21900189,-13,0,False
M. Robinson,3,7,0.429,7,0,0,0.0,1,2,0.5,4,4,8,0,1,0,4,0,5,2,16.705,2019-20,1629011,Center,NYK,20191118,21900189,-4,0,False
C. Sexton,5,13,0.385,14,1,2,0.5,3,5,0.6,2,1,3,1,2,0,0,1,2,4,25.75,2019-20,1629012,Guard,CLE,20191118,21900189,-29,0,True
R. Barrett,5,13,0.385,15,1,1,1.0,4,5,0.8,1,1,2,1,1,2,2,1,2,4,24.223333333333333,2019-20,1629628,Forward,NYK,20191118,21900189,12,0,True
D. Garland,4,9,0.444,10,2,5,0.4,0,2,0.0,0,2,2,2,2,0,0,1,3,2,29.37,2019-20,1629636,Guard,CLE,20191118,21900189,-27,0,True
K. Porter Jr.,6,11,0.545,18,3,6,0.5,3,8,0.375,0,4,4,2,3,1,0,1,4,5,31.366666666666667,2019-20,1629645,Guard,CLE,20191118,21900189,-17,0,True
D. Wade,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,3,1,8.966666666666667,2019-20,1629731,Forward,CLE,20191118,21900189,9,0,False
M. Conley,6,12,0.5,16,2,4,0.5,2,2,1.0,1,5,6,8,0,1,0,0,2,6,30.85,2019-20,201144,Guard,UTA,20191120,21900210,28,0,True
J. Green,3,8,0.375,10,0,3,0.0,4,6,0.667,1,2,3,1,1,0,0,0,3,3,15.45,2019-20,201145,Forward,UTA,20191120,21900210,3,0,False
J. Teague,2,9,0.222,12,1,2,0.5,7,11,0.636,2,2,4,6,1,0,0,0,2,7,33.666666666666664,2019-20,201952,Guard,MIN,20191120,21900210,-9,0,True
B. Bogdanovic,9,18,0.5,30,6,11,0.545,6,7,0.857,2,2,4,3,3,1,0,2,0,3,36.1,2019-20,202711,Forward,UTA,20191120,21900210,38,0,True
G. Dieng,0,3,0.0,1,0,1,0.0,1,2,0.5,1,7,8,1,1,1,3,0,1,3,15.181666666666668,2019-20,203476,Center,MIN,20191120,21900210,12,0,False
R. Covington,4,5,0.8,11,1,2,0.5,2,5,0.4,0,3,3,0,0,2,3,0,0,3,30.691666666666663,2019-20,203496,Forward,MIN,20191120,21900210,-3,0,True
R. Gobert,5,8,0.625,12,0,0,0.0,2,3,0.667,3,12,15,1,3,0,5,1,3,3,35.335,2019-20,203497,Center,UTA,20191120,21900210,9,1,True
A. Wiggins,10,24,0.417,22,1,10,0.1,1,3,0.333,2,5,7,3,3,0,0,2,3,2,34.15,2019-20,203952,Forward,MIN,20191120,21900210,1,0,True
D. Exum,0,1,0.0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,7.9,2019-20,203957,Guard,UTA,20191120,21900210,-16,0,False
J. Ingles,1,4,0.25,3,0,2,0.0,1,2,0.5,2,2,4,4,1,2,0,0,2,1,27.216666666666665,2019-20,204060,Forward,UTA,20191120,21900210,-13,0,False
E. Mudiay,1,7,0.143,2,0,1,0.0,0,0,0.0,2,3,5,0,1,1,0,2,3,0,15.583333333333334,2019-20,1626144,Guard,UTA,20191120,21900210,-24,0,False
K. Towns,5,10,0.5,14,4,7,0.571,0,0,0.0,2,10,12,1,3,0,1,0,4,4,32.818333333333335,2019-20,1626157,Center,MIN,20191120,21900210,-20,1,True
T. Graham,3,9,0.333,8,2,7,0.286,0,0,0.0,1,4,5,0,1,0,0,1,1,0,19.075,2019-20,1626203,Guard,MIN,20191120,21900210,-15,0,True
R. O'Neale,1,3,0.333,3,1,1,1.0,0,2,0.0,0,6,6,3,0,2,0,1,3,1,29.3,2019-20,1626220,Forward,UTA,20191120,21900210,36,0,True
G. Niang,0,1,0.0,1,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,1,1,1,4.648333333333333,2019-20,1627777,Forward,UTA,20191120,21900210,-10,0,False
D. Mitchell,9,24,0.375,26,5,10,0.5,3,3,1.0,2,5,7,2,2,0,1,2,2,2,37.61666666666667,2019-20,1628378,Guard,UTA,20191120,21900210,-11,0,True
K. Bates-Diop,1,1,1.0,3,1,1,1.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,4.1,2019-20,1628966,Forward,MIN,20191120,21900210,-3,0,False
J. Okogie,2,6,0.333,4,0,3,0.0,0,0,0.0,0,1,1,2,2,1,1,0,2,0,21.766666666666666,2019-20,1629006,Guard,MIN,20191120,21900210,0,0,False
K. Martin,4,8,0.5,10,2,5,0.4,0,0,0.0,1,6,7,0,0,0,1,0,4,1,24.7,2019-20,1629103,Forward,MIN,20191120,21900210,1,0,False
J. Culver,4,14,0.286,10,2,7,0.286,0,0,0.0,3,1,4,0,1,1,0,3,3,1,23.85,2019-20,1629633,Guard,MIN,20191120,21900210,-4,0,False
D. Rose,1,11,0.091,2,0,4,0.0,0,0,0.0,1,1,2,6,1,0,1,2,3,0,20.0,2019-20,201565,Guard,DET,20191125,21900241,6,0,False
D. Augustin,2,7,0.286,9,2,4,0.5,3,4,0.75,0,3,3,5,2,0,0,1,2,3,22.416666666666668,2019-20,201571,Guard,ORL,20191125,21900241,0,0,False
B. Griffin,5,9,0.556,17,1,2,0.5,6,8,0.75,0,5,5,2,3,0,0,2,2,7,31.316666666666663,2019-20,201933,Forward,DET,20191125,21900241,21,0,True
A. Aminu,1,7,0.143,2,0,4,0.0,0,0,0.0,0,4,4,2,0,0,0,0,0,1,19.383333333333333,2019-20,202329,Forward,ORL,20191125,21900241,-7,0,False
M. Morris,2,5,0.4,5,1,4,0.25,0,0,0.0,0,1,1,0,0,1,1,0,1,0,16.683333333333334,2019-20,202693,Forward,DET,20191125,21900241,-6,0,False
T. Ross,7,14,0.5,19,3,5,0.6,2,3,0.667,0,2,2,0,1,0,0,0,0,4,29.78333333333333,2019-20,203082,Guard,ORL,20191125,21900241,-9,0,False
A. Drummond,3,6,0.5,7,0,0,0.0,1,2,0.5,3,15,18,1,3,0,1,1,3,3,30.30666666666667,2019-20,203083,Center,DET,20191125,21900241,11,0,True
E. Fournier,5,16,0.313,17,0,5,0.0,7,8,0.875,0,2,2,2,1,2,0,0,3,4,37.42166666666667,2019-20,203095,Guard,ORL,20191125,21900241,-9,0,True
K. Birch,2,3,0.667,6,0,0,0.0,2,4,0.5,4,2,6,0,0,0,0,0,5,4,27.45,2019-20,203920,Center,ORL,20191125,21900241,-13,0,True
L. Galloway,4,11,0.364,12,4,11,0.364,0,0,0.0,1,2,3,5,1,1,0,0,2,0,37.03333333333333,2019-20,204038,Guard,DET,20191125,21900241,18,0,True
C. Wood,4,5,0.8,12,0,1,0.0,4,4,1.0,1,3,4,0,0,1,1,0,0,2,15.143333333333333,2019-20,1626174,Forward,DET,20191125,21900241,9,0,False
T. Maker,0,1,0.0,3,0,0,0.0,3,4,0.75,1,1,2,0,0,0,0,1,0,2,2.55,2019-20,1627748,Forward,DET,20191125,21900241,-5,0,False
M. Fultz,7,12,0.583,16,0,2,0.0,2,3,0.667,0,4,4,3,1,3,0,1,3,2,29.516666666666666,2019-20,1628365,Guard,ORL,20191125,21900241,-13,0,True
J. Isaac,4,11,0.364,10,2,3,0.667,0,0,0.0,0,6,6,1,1,1,4,1,3,1,30.83333333333333,2019-20,1628371,Forward,ORL,20191125,21900241,-15,0,True
L. Kennard,6,11,0.545,20,3,5,0.6,5,5,1.0,0,4,4,7,1,1,1,1,3,2,34.07333333333333,2019-20,1628379,Guard,DET,20191125,21900241,10,0,True
W. Iwundu,1,6,0.167,3,1,1,1.0,0,0,0.0,0,2,2,1,1,0,0,1,2,0,22.645,2019-20,1628411,Forward,ORL,20191125,21900241,-7,0,True
A. Jefferson,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.26,2019-20,1628518,Forward,ORL,20191125,21900241,0,0,False
M. Bamba,3,8,0.375,6,0,1,0.0,0,0,0.0,4,8,12,1,2,2,3,1,3,1,20.29,2019-20,1628964,Center,ORL,20191125,21900241,-2,0,False
B. Brown,5,11,0.455,13,1,3,0.333,2,2,1.0,1,7,8,2,4,1,0,0,2,3,30.71,2019-20,1628971,Guard,DET,20191125,21900241,10,0,True
S. Mykhailiuk,4,9,0.444,12,4,8,0.5,0,0,0.0,1,1,2,0,0,1,0,0,4,2,22.183333333333334,2019-20,1629004,Guard,DET,20191125,21900241,1,0,False
M. Gasol,1,6,0.167,6,0,4,0.0,4,4,1.0,1,6,7,1,0,0,0,0,4,3,32.236666666666665,2019-20,201188,Center,TOR,20191129,21900269,10,0,True
D. Augustin,2,7,0.286,6,1,4,0.25,1,1,1.0,0,3,3,4,2,2,0,1,1,2,26.4,2019-20,201571,Guard,ORL,20191129,21900269,-5,0,False
A. Aminu,2,7,0.286,5,1,3,0.333,0,0,0.0,1,1,2,1,2,2,0,1,0,0,18.281666666666663,2019-20,202329,Forward,ORL,20191129,21900269,-7,0,False
T. Ross,3,9,0.333,7,1,5,0.2,0,1,0.0,0,2,2,1,1,0,2,1,3,1,26.383333333333333,2019-20,203082,Guard,ORL,20191129,21900269,-8,0,False
E. Fournier,3,9,0.333,19,1,6,0.167,12,14,0.857,0,4,4,6,4,2,0,0,2,8,33.81666666666667,2019-20,203095,Guard,ORL,20191129,21900269,10,0,True
K. Birch,2,4,0.5,4,0,0,0.0,0,0,0.0,1,11,12,0,2,1,3,0,6,2,27.4,2019-20,203920,Center,ORL,20191129,21900269,-5,0,True
A. Gordon,2,11,0.182,8,1,4,0.25,3,4,0.75,1,7,8,2,0,2,1,0,2,3,31.718333333333334,2019-20,203932,Forward,ORL,20191129,21900269,0,0,True
R. Hollis-Jefferson,2,3,0.667,6,0,0,0.0,2,2,1.0,3,3,6,3,2,1,0,0,0,1,21.785,2019-20,1626178,Forward,TOR,20191129,21900269,6,0,False
N. Powell,12,18,0.667,33,5,8,0.625,4,4,1.0,0,0,0,1,2,2,1,0,4,2,38.63333333333333,2019-20,1626181,Guard,TOR,20191129,21900269,-3,0,True
M. Miller,0,2,0.0,0,0,2,0.0,0,2,0.0,0,0,0,1,0,0,0,0,1,1,4.5,2019-20,1626259,Guard,TOR,20191129,21900269,2,0,False
P. Siakam,4,22,0.182,10,1,7,0.143,1,3,0.333,5,8,13,5,3,1,1,4,2,2,39.55,2019-20,1627783,Forward,TOR,20191129,21900269,13,1,True
F. VanVleet,7,20,0.35,22,5,12,0.417,3,5,0.6,1,4,5,4,3,7,0,4,1,2,41.095,2019-20,1627832,Guard,TOR,20191129,21900269,9,0,True
M. Fultz,5,12,0.417,15,1,3,0.333,4,5,0.8,1,3,4,3,5,1,1,1,2,3,29.8,2019-20,1628365,Guard,ORL,20191129,21900269,-4,0,True
J. Isaac,4,13,0.308,8,0,3,0.0,0,0,0.0,5,5,10,0,3,0,2,0,1,0,29.363333333333333,2019-20,1628371,Forward,ORL,20191129,21900269,-13,0,True
O. Anunoby,1,5,0.2,2,0,3,0.0,0,2,0.0,1,6,7,4,2,3,0,1,5,2,35.46666666666667,2019-20,1628384,Forward,TOR,20191129,21900269,-1,0,True
C. Boucher,2,4,0.5,7,0,1,0.0,3,6,0.5,0,3,3,1,1,1,2,1,0,4,11.883333333333333,2019-20,1628449,Forward,TOR,20191129,21900269,-1,0,False
M. Bamba,4,6,0.667,11,1,1,1.0,2,2,1.0,4,3,7,0,3,0,2,0,2,1,16.836666666666666,2019-20,1628964,Center,ORL,20191129,21900269,-3,0,False
T. Davis,2,4,0.5,4,0,1,0.0,0,0,0.0,0,5,5,1,0,1,0,1,3,2,14.85,2019-20,1629056,Guard,TOR,20191129,21900269,0,0,False
L. Williams,2,10,0.2,7,1,6,0.167,2,2,1.0,0,2,2,7,3,1,0,0,3,4,27.6,2019-20,101150,Guard,LAC,20191129,21900276,-19,0,False
L. Aldridge,5,13,0.385,17,0,1,0.0,7,8,0.875,1,7,8,7,0,1,4,0,2,6,31.433333333333334,2019-20,200746,Center,SAS,20191129,21900276,0,0,True
R. Gay,2,9,0.222,6,0,3,0.0,2,2,1.0,2,4,6,1,2,1,0,3,3,2,31.1,2019-20,200752,Forward,SAS,20191129,21900276,4,0,True
M. Belinelli,2,6,0.333,7,1,4,0.25,2,2,1.0,0,6,6,2,0,0,0,0,0,1,12.933333333333334,2019-20,201158,Guard,SAS,20191129,21900276,7,0,False
D. DeRozan,7,16,0.438,15,1,1,1.0,0,0,0.0,1,8,9,5,4,3,0,0,3,2,35.06666666666667,2019-20,201942,Guard,SAS,20191129,21900276,3,0,True
P. Beverley,3,9,0.333,10,2,7,0.286,2,2,1.0,2,3,5,2,1,0,0,0,2,1,35.516666666666666,2019-20,201976,Guard,LAC,20191129,21900276,-7,0,True
P. Mills,5,10,0.5,13,3,7,0.429,0,0,0.0,0,1,1,1,0,1,0,0,1,1,23.1,2019-20,201988,Guard,SAS,20191129,21900276,17,0,False
P. George,2,11,0.182,5,1,5,0.2,0,0,0.0,1,7,8,3,5,0,0,2,2,1,32.71,2019-20,202331,Forward,LAC,20191129,21900276,-4,0,True
P. Patterson,1,1,1.0,3,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.8,2019-20,202335,Forward,LAC,20191129,21900276,6,0,False
K. Leonard,8,23,0.348,19,0,1,0.0,3,3,1.0,1,6,7,7,3,2,1,3,0,4,30.5,2019-20,202695,Forward,LAC,20191129,21900276,5,0,True
M. Harkless,3,5,0.6,9,1,1,1.0,2,2,1.0,1,1,2,1,1,3,2,0,2,1,23.14,2019-20,203090,Forward,LAC,20191129,21900276,-9,0,True
J. Green,5,8,0.625,16,4,6,0.667,2,2,1.0,1,7,8,1,1,0,0,1,3,2,24.566666666666663,2019-20,203210,Forward,LAC,20191129,21900276,-13,0,False
M. Harrell,6,12,0.5,12,0,1,0.0,0,0,0.0,2,5,7,0,0,0,1,2,0,1,25.116666666666667,2019-20,1626149,Forward,LAC,20191129,21900276,-11,0,False
T. Lyles,4,8,0.5,10,2,6,0.333,0,0,0.0,1,3,4,3,0,1,0,0,1,2,16.9,2019-20,1626168,Forward,SAS,20191129,21900276,6,0,False
D. Murray,2,8,0.25,4,0,2,0.0,0,0,0.0,1,2,3,4,0,1,0,0,0,2,19.6,2019-20,1627749,Guard,SAS,20191129,21900276,6,0,False
J. Poeltl,3,4,0.75,6,0,0,0.0,0,0,0.0,2,4,6,0,1,0,4,1,1,0,15.5,2019-20,1627751,Center,SAS,20191129,21900276,15,0,False
I. Zubac,3,5,0.6,8,0,0,0.0,2,2,1.0,1,4,5,1,0,0,0,0,4,1,17.2,2019-20,1627826,Center,LAC,20191129,21900276,6,0,True
B. Forbes,4,8,0.5,12,2,5,0.4,2,2,1.0,0,2,2,2,0,0,0,0,2,1,23.83333333333333,2019-20,1627854,Guard,SAS,20191129,21900276,-2,0,True
D. White,6,10,0.6,17,5,7,0.714,0,0,0.0,0,3,3,3,2,0,0,0,1,0,28.4,2019-20,1628401,Guard,SAS,20191129,21900276,4,0,True
D. Walton Jr.,0,1,0.0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2.8,2019-20,1628476,Guard,LAC,20191129,21900276,6,0,False
J. Robinson,3,7,0.429,8,2,4,0.5,0,0,0.0,0,3,3,0,0,0,0,0,1,0,14.266666666666667,2019-20,1629010,Guard,LAC,20191129,21900276,-11,0,False
L. Walker IV,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0666666666666669,2019-20,1629022,Guard,SAS,20191129,21900276,-5,0,False
D. Eubanks,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1.0666666666666669,2019-20,1629234,Forward,SAS,20191129,21900276,-5,0,False
T. Mann,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,0,3.783333333333333,2019-20,1629611,Guard,LAC,20191129,21900276,1,0,False
J. Teague,2,4,0.5,13,1,1,1.0,8,8,1.0,0,4,4,6,3,0,0,1,2,4,25.98333333333333,2019-20,201952,Guard,MIN,20191201,21900286,-13,0,False
J. Crowder,4,11,0.364,12,2,6,0.333,2,3,0.667,2,8,10,3,1,0,0,1,2,2,33.166666666666664,2019-20,203109,Forward,MEM,20191201,21900286,8,1,True
G. Dieng,1,4,0.25,3,1,3,0.333,0,0,0.0,2,3,5,0,1,1,2,0,2,1,12.283333333333331,2019-20,203476,Center,MIN,20191201,21900286,-4,0,False
R. Covington,4,9,0.444,13,3,6,0.5,2,2,1.0,0,3,3,1,2,1,1,0,4,1,31.23333333333333,2019-20,203496,Forward,MIN,20191201,21900286,0,0,True
S. Hill,4,10,0.4,11,2,5,0.4,1,2,0.5,2,3,5,1,0,1,0,0,2,1,25.83,2019-20,203524,Forward,MEM,20191201,21900286,22,0,False
S. Napier,1,1,1.0,4,1,1,1.0,1,2,0.5,0,1,1,0,1,1,0,0,2,1,8.866666666666667,2019-20,203894,Guard,MIN,20191201,21900286,-14,0,False
A. Wiggins,6,17,0.353,18,1,6,0.167,5,5,1.0,1,5,6,7,3,1,2,0,1,4,35.03333333333333,2019-20,203952,Forward,MIN,20191201,21900286,3,0,True
B. Caboclo,5,14,0.357,12,0,3,0.0,2,3,0.667,5,8,13,1,2,3,0,2,2,2,28.716666666666665,2019-20,203998,Forward,MEM,20191201,21900286,3,1,False
T. Jones,5,9,0.556,12,1,2,0.5,1,2,0.5,0,4,4,7,2,1,1,0,2,2,25.416666666666668,2019-20,1626145,Guard,MEM,20191201,21900286,3,0,True
K. Towns,7,20,0.35,21,1,10,0.1,6,6,1.0,3,9,12,5,2,0,0,1,2,9,35.71666666666667,2019-20,1626157,Center,MIN,20191201,21900286,-4,1,True
T. Graham,1,5,0.2,6,0,1,0.0,4,4,1.0,2,3,5,0,1,0,0,1,3,2,21.616666666666667,2019-20,1626203,Guard,MIN,20191201,21900286,-10,0,True
D. Brooks,9,18,0.5,26,4,5,0.8,4,4,1.0,1,1,2,3,1,0,0,1,3,3,31.9,2019-20,1628415,Guard,MEM,20191201,21900286,-14,0,True
G. Allen,4,9,0.444,13,3,6,0.5,2,2,1.0,0,5,5,0,0,1,0,0,3,3,30.066666666666663,2019-20,1628960,Guard,MEM,20191201,21900286,18,0,False
K. Bates-Diop,4,7,0.571,10,2,2,1.0,0,0,0.0,0,5,5,1,2,1,0,0,2,0,25.016666666666666,2019-20,1628966,Forward,MIN,20191201,21900286,2,0,False
J. Jackson Jr.,5,10,0.5,12,2,6,0.333,0,0,0.0,0,2,2,1,2,0,1,1,6,2,19.28333333333333,2019-20,1628991,Forward,MEM,20191201,21900286,5,0,True
D. Melton,2,10,0.2,9,1,4,0.25,4,4,1.0,2,5,7,8,1,2,1,1,2,4,22.58333333333333,2019-20,1629001,Guard,MEM,20191201,21900286,5,0,False
J. Okogie,1,6,0.167,5,0,2,0.0,3,4,0.75,1,4,5,1,0,1,1,0,1,2,18.65,2019-20,1629006,Guard,MIN,20191201,21900286,-5,0,False
J. Culver,6,12,0.5,14,1,4,0.25,1,4,0.25,1,6,7,1,1,1,0,0,2,2,25.6,2019-20,1629633,Guard,MIN,20191201,21900286,5,0,True
B. Clarke,0,3,0.0,0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2,0,10.403333333333334,2019-20,1629634,Forward,MEM,20191201,21900286,-10,0,True
M. Guduric,3,6,0.5,8,1,2,0.5,1,1,1.0,0,1,1,2,2,0,0,0,2,2,12.633333333333333,2019-20,1629741,Guard,MEM,20191201,21900286,0,0,False
V. Carter,2,5,0.4,6,2,5,0.4,0,0,0.0,0,2,2,1,0,1,1,0,0,1,11.883333333333333,2019-20,1713,Guard,ATL,20191202,21900295,12,0,False
E. Turner,3,5,0.6,8,0,0,0.0,2,2,1.0,1,0,1,5,0,1,0,0,0,1,19.83333333333333,2019-20,202323,Guard,ATL,20191202,21900295,32,0,False
A. Burks,5,16,0.313,15,1,5,0.2,4,5,0.8,2,1,3,3,2,0,0,1,3,3,31.58333333333333,2019-20,202692,Guard,GSW,20191202,21900295,-8,0,True
A. Len,5,7,0.714,11,0,1,0.0,1,1,1.0,0,4,4,0,1,2,0,0,0,2,17.1,2019-20,203458,Center,ATL,20191202,21900295,12,0,False
G. Robinson III,3,12,0.25,6,0,1,0.0,0,0,0.0,1,3,4,1,1,0,1,1,1,0,34.46666666666667,2019-20,203922,Forward,GSW,20191202,21900295,-10,0,True
J. Parker,4,15,0.267,8,0,4,0.0,0,0,0.0,2,3,5,1,0,2,1,2,1,0,28.08333333333333,2019-20,203953,Forward,ATL,20191202,21900295,15,0,True
W. Cauley-Stein,2,4,0.5,4,0,0,0.0,0,0,0.0,0,4,4,0,1,2,2,0,5,1,19.23333333333333,2019-20,1626161,Center,GSW,20191202,21900295,-8,0,True
K. Looney,1,3,0.333,2,0,0,0.0,0,0,0.0,0,2,2,0,1,0,2,0,2,0,14.716666666666669,2019-20,1626172,Forward,GSW,20191202,21900295,-5,0,True
M. Chriss,4,11,0.364,8,0,1,0.0,0,0,0.0,3,2,5,1,6,1,0,0,2,2,19.816666666666663,2019-20,1627737,Forward,GSW,20191202,21900295,-9,0,False
D. Jones,6,8,0.75,16,0,0,0.0,4,4,1.0,4,4,8,1,2,1,0,1,4,3,25.661666666666665,2019-20,1627745,Center,ATL,20191202,21900295,11,0,True
D. Bembry,2,5,0.4,5,1,2,0.5,0,0,0.0,2,6,8,2,0,3,1,0,0,1,28.13833333333333,2019-20,1627761,Guard,ATL,20191202,21900295,7,0,True
T. Wallace,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,0,1,0,10.566666666666666,2019-20,1627820,Guard,ATL,20191202,21900295,9,0,False
B. Fernando,0,1,0.0,0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,7.2,2019-20,1628981,Forward,ATL,20191202,21900295,3,0,False
O. Spellman,4,11,0.364,10,0,4,0.0,2,2,1.0,5,4,9,1,3,2,1,1,1,2,27.73333333333333,2019-20,1629016,Forward,GSW,20191202,21900295,-27,0,False
T. Young,10,19,0.526,24,2,6,0.333,2,2,1.0,0,1,1,7,7,0,0,2,2,5,33.85,2019-20,1629027,Guard,ATL,20191202,21900295,8,0,True
K. Bowman,5,10,0.5,10,0,1,0.0,0,0,0.0,2,6,8,3,5,3,1,0,4,1,36.8,2019-20,1629065,Guard,GSW,20191202,21900295,-18,0,False
B. Goodwin,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,2.45,2019-20,1629164,Guard,ATL,20191202,21900295,-1,0,False
C. Reddish,3,10,0.3,8,1,5,0.2,1,2,0.5,1,3,4,1,2,1,1,1,2,2,23.58333333333333,2019-20,1629629,Forward,ATL,20191202,21900295,14,0,False
D. Hunter,6,14,0.429,18,2,6,0.333,4,4,1.0,1,3,4,1,1,1,0,2,1,5,31.65,2019-20,1629631,Forward,ATL,20191202,21900295,3,0,True
E. Paschall,9,11,0.818,24,2,2,1.0,4,5,0.8,5,4,9,6,3,0,0,1,2,3,35.983333333333334,2019-20,1629672,Forward,GSW,20191202,21900295,-17,0,True
J. Poole,0,5,0.0,0,0,3,0.0,0,0,0.0,0,2,2,2,1,3,1,0,0,0,19.666666666666668,2019-20,1629673,Guard,GSW,20191202,21900295,-23,0,False
D. Augustin,2,8,0.25,11,1,4,0.25,6,6,1.0,1,2,3,7,3,1,0,0,1,3,26.45,2019-20,201571,Guard,ORL,20191204,21900308,23,0,False
R. Rubio,2,9,0.222,4,0,3,0.0,0,0,0.0,2,1,3,9,0,1,0,2,2,0,25.1,2019-20,201937,Guard,PHX,20191204,21900308,-6,0,True
T. Ross,7,14,0.5,22,3,6,0.5,5,5,1.0,0,3,3,1,2,2,0,0,4,4,22.266666666666666,2019-20,203082,Guard,ORL,20191204,21900308,18,0,False
E. Fournier,9,15,0.6,21,3,7,0.429,0,0,0.0,1,1,2,4,4,1,0,0,3,2,27.516666666666666,2019-20,203095,Guard,ORL,20191204,21900308,1,0,True
J. Magette,0,1,0.0,1,0,0,0.0,1,2,0.5,0,1,1,0,3,0,0,0,0,1,2.583333333333333,2019-20,203705,Guard,ORL,20191204,21900308,-7,0,False
K. Birch,3,4,0.75,7,0,0,0.0,1,2,0.5,4,5,9,2,1,1,0,0,2,1,28.633333333333333,2019-20,203920,Center,ORL,20191204,21900308,0,0,True
A. Gordon,13,15,0.867,32,5,5,1.0,1,2,0.5,0,5,5,5,1,1,0,0,1,4,33.53333333333333,2019-20,203932,Forward,ORL,20191204,21900308,12,0,True
D. Saric,3,7,0.429,10,1,4,0.25,3,4,0.75,3,3,6,2,2,0,0,0,3,2,25.50333333333333,2019-20,203967,Forward,PHX,20191204,21900308,-3,0,True
K. Oubre Jr.,3,8,0.375,8,1,3,0.333,1,2,0.5,1,2,3,2,0,2,0,1,4,3,23.08333333333333,2019-20,1626162,Forward,PHX,20191204,21900308,-2,0,True
